category_id,region_id,month,budgeted_spend
CAT02, APAC,2023-04-01,33164.07
CAT02,APAC,2023-05-01,78087.24
CAT02,APAC,2023-06-01,107537.39
CAT02,APAC ,2023-07-01,105830.69
CAT02,APAC,2023-08-01,12659.52
CAT02,APAC,2023-09-01,85905.9
CAT02,APAC,2023-10-01,102687.18
CAT02,APAC,2023-11-01,33746.08
cat02,APAC ,2023-12-01,74209.67
CAT02, APAC,2024-01-01,114024.88
CAT02,APAC,2024-02-01,85972.79
CAT02,apac,2024-03-01,72823.77
CAT02,APAC,2024-04-01,10494.52
CAT02 ,apac,2024-05-01,21107.37
CAT02,apac,2024-06-01,107272.56
CAT02 ,APAC,2024-07-01,46799.64
CAT02,apac,2024-08-01,82763.54
CAT02,APAC ,2024-09-01,117217.58
CAT02,apac,2024-10-01,102867.4
CAT02,APAC,2024-11-01,50071.39
CAT02,APAC,2024-12-01,10566.82
CAT02,EMEA,2023-01-01,36221.2
cat02,EMEA ,2023-02-01,37454.04
CAT02 ,EMEA,2023-03-01,14433.9
CAT02,EMEA,2023-04-01,90167.59
CAT02,EMEA,2023-05-01,88537.01
CAT02,EMEA,2023-06-01,18618.9
CAT02,EMEA,2023-07-01,97696.44
CAT02, EMEA,2023-08-01,12522.54
CAT02,EMEA,2023-09-01,83785.15
CAT02, EMEA,2023-10-01,12485.67
CAT02 ,EMEA,2023-11-01,62970.09
CAT02,EMEA ,2023-12-01,95817.67
CAT02 ,EMEA,2024-01-01,76082.77
CAT02 ,emea,2024-02-01,31576.95
CAT02,EMEA,2024-03-01,80074.1
 CAT02,EMEA,2024-04-01,58399.06
CAT02,EMEA,2024-05-01,57101.25
cat02,EMEA,2024-06-01,24028.56
CAT02 ,EMEA ,2024-07-01,104320.57
CAT02,EMEA,2024-08-01,44848.05
CAT02,EMEA,2024-09-01,50031.97
 CAT02,emea,2024-10-01,59042.65
 CAT02,emea,2024-11-01,106335.24
CAT02,EMEA,2024-12-01,13117.99
CAT02 , NA,2023-01-01,10232.98
CAT02,NA ,2023-02-01,24143.47
CAT02,NA,2023-03-01,79462.64
CAT02, NA,2023-04-01,27337.89
cat02,NA,2023-05-01,10186.03
CAT02,NA,2023-06-01,20178.96
CAT02,NA,2023-07-01,18274.69
CAT02,NA,2023-08-01,18591.67
,NA,2023-09-01,34027.91
CAT02, NA,2023-10-01,85672.71
CAT02,NA,2023-11-01,24142.19
CAT02,NA,2023-12-01,79945.32
CAT02,NA,2024-01-01,97281.61
CAT02,NA,2024-02-01,28746.58
CAT02 ,NA,2024-03-01,
cat02,na,2024-04-01,70279.31
cat02,NA,2024-05-01,35059.76
CAT02,NA ,2024-06-01,
CAT02,NA,2024-07-01,25580.27
CAT02,NA ,2024-08-01,96066.37
CAT02,NA,2024-09-01,64715.49
CAT02, NA,2024-10-01,41992.18
 CAT02,na,2024-11-01,72131.27
CAT02,NA,2024-12-01,61812.32
CAT02, LATAM,2023-01-01,13026.9
CAT02,LATAM,2023-02-01,33410.75
CAT02,LATAM ,2023-03-01,76564.93
CAT02,LATAM,2023-04-01,16233.2
CAT02,LATAM,2023-05-01,55007.68
CAT02,LATAM,2023-06-01,20141.44
 CAT02,LATAM,2023-07-01,41789.28
CAT02,LATAM,2023-08-01,14450.29
CAT02,latam,2023-09-01,44195.27
 CAT02,LATAM,2023-10-01,52585.44
CAT02,LATAM,2023-11-01,65004.71
CAT02, LATAM,2023-12-01,12934.88
 CAT02,LATAM,2024-01-01,114290.65
cat02,LATAM,2024-02-01,52267.53
 CAT02, LATAM,2024-03-01,101059.41
CAT02,LATAM,2024-04-01,101075.89
CAT02,LATAM,2024-05-01,65807.06
CAT02,LATAM,2024-06-01,67447.28
 CAT02,LATAM,2024-07-01,85252.76
CAT02,LATAM,2024-08-01,67119.62
CAT02,LATAM ,2024-09-01,117106.95
CAT02 ,LATAM,2024-10-01,65904.02
 CAT02,latam,2024-11-01,119022.84
cat02,LATAM,2024-12-01,79861.48
CAT03,APAC,2023-01-01,66163.38
CAT03, APAC,2023-02-01,100019.3
CAT03,APAC,2023-03-01,71534.07
CAT03,APAC,2023-04-01,82581.13
cat03, APAC,2023-05-01,34128.09
CAT03,APAC,2023-06-01,53641.57
cat03,APAC,2023-07-01,115217.72
CAT03,APAC ,2023-08-01,92686.51
CAT03,APAC,2023-09-01,113860.57
cat03, APAC,2023-10-01,94380.35
CAT03,APAC,2023-11-01,67809.85
CAT03,APAC,2023-12-01,105223.98
CAT03,APAC,2024-01-01,35286.61
CAT03, APAC,2024-02-01,83532.96
CAT03,APAC,2024-03-01,113980.9
CAT03,APAC,2024-04-01,91894.52
CAT03,APAC ,2024-05-01,
CAT03 ,APAC,2024-06-01,49122.36
CAT03,APAC,2024-07-01,74286.71
CAT03,APAC,2024-08-01,82725.52
 CAT03,APAC ,2024-09-01,37035.48
CAT03,APAC ,2024-10-01,109234.94
CAT03,APAC,2024-11-01,43315.72
CAT03,APAC,2024-12-01,46451.25
CAT03 ,EMEA,2023-01-01,33730.93
CAT03,EMEA,2023-02-01,59439.67
CAT03,EMEA,2023-03-01,84669.83
CAT03,EMEA,2023-04-01,58962.84
CAT03 , EMEA,2023-05-01,17517.54
cat03,EMEA,2023-06-01,61023.06
CAT03,,2023-07-01,95297.81
CAT03, EMEA,2023-08-01,63190.24
cat03,EMEA ,2023-09-01,43793.41
CAT03, EMEA,2023-10-01,78768.71
CAT03,EMEA,2023-11-01,109222.24
CAT03,EMEA,2023-12-01,45354.81
CAT03,EMEA,2024-01-01,77528.89
CAT03,EMEA,2024-02-01,85099.95
CAT03 ,emea,2024-03-01,83029.63
CAT03,EMEA,2024-04-01,78803.38
CAT03, EMEA,2024-05-01,89024.29
CAT03, EMEA,2024-06-01,14227.87
cat03, EMEA,2024-07-01,48103.98
CAT03,EMEA ,2024-08-01,81968.36
CAT03,EMEA,2024-09-01,89575.39
cat03, EMEA,2024-10-01,102668.75
CAT03,EMEA,2024-11-01,102878.85
CAT03,EMEA,2024-12-01,99090.88
CAT03,NA ,2023-01-01,
CAT03,na,2023-02-01,110425.26
cat03,NA,2023-03-01,66063.89
CAT03,na,2023-04-01,31009.46
 CAT03,na,2023-05-01,77782.9
CAT03,na,2023-06-01,114634.01
CAT03,NA,2023-07-01,
CAT03,NA ,2023-08-01,33024.51
CAT03,NA ,2023-09-01,80062.43
CAT03,NA,2023-10-01,97706.61
CAT03,NA,2023-11-01,60997.31
CAT03 ,NA,2023-12-01,68657.79
CAT03 ,NA,2024-01-01,107086.22
CAT03,NA,2024-02-01,39148.16
 CAT03, NA,2024-03-01,47864.19
CAT03 ,na,2024-04-01,97231.08
 CAT03,NA,2024-05-01,60519.19
 CAT03,na,2024-06-01,
cat03,NA,2024-07-01,104423.74
CAT03 ,NA,2024-08-01,90583.1
CAT03,NA,2024-09-01,41987.2
CAT03,NA,2024-10-01,110717.88
cat03,NA,2024-11-01,57996.83
 CAT03,NA,2024-12-01,16970.28
CAT03,latam,2023-01-01,100901.92
CAT03,latam,2023-02-01,
cat03,LATAM ,2023-03-01,119063.85
CAT03,LATAM,2023-04-01,108710.94
CAT03,LATAM ,2023-05-01,75264.31
 CAT03,LATAM,2023-06-01,
cat03,LATAM,2023-07-01,
 CAT03,LATAM,2023-08-01,96771.99
cat03,LATAM ,2023-09-01,99289.98
CAT03,LATAM ,2023-10-01,87181.37
CAT03,latam,2023-11-01,118730.95
CAT03,LATAM,2023-12-01,79782.62
CAT03 ,LATAM,2024-01-01,36079.17
CAT03,LATAM,2024-02-01,17934.86
CAT03,LATAM,2024-03-01,95628.67
CAT03,LATAM ,2024-04-01,112485.65
cat03,LATAM,2024-05-01,97139.21
 CAT03, LATAM,2024-06-01,76114.93
 CAT03,LATAM,2024-07-01,27314.25
CAT03,LATAM,2024-08-01,80699.87
CAT03, LATAM,2024-09-01,28277.88
CAT03,LATAM,2024-10-01,109262.87
 CAT03,LATAM,2024-11-01,40025.57
CAT03,LATAM,2024-12-01,73059.31
CAT04,APAC,2023-01-01,59431.05
CAT04,apac,2023-02-01,14072.24
CAT04,apac,2023-03-01,16102.28
CAT04 ,APAC,2023-04-01,83763.32
cat04,APAC,2023-05-01,68130.2
CAT04,APAC ,2023-06-01,60144.7
CAT04,APAC,2023-07-01,95130.83
,APAC,2023-08-01,100124.09
 CAT04,APAC,2023-09-01,53644.05
CAT04 ,APAC ,2023-10-01,10385.09
CAT04,APAC ,2023-11-01,49745.36
CAT04 ,APAC,2023-12-01,65992.48
CAT04,apac,2024-01-01,
CAT04,APAC ,2024-02-01,53180.33
CAT04,APAC,2024-03-01,26563.46
cat04, APAC,2024-04-01,117154.85
cat04, APAC,2024-05-01,68196.54
CAT04,apac,2024-06-01,24223.72
CAT04,APAC,2024-07-01,69071.67
 CAT04,APAC,2024-08-01,68921.89
CAT04,apac,2024-09-01,21197.96
CAT04 , APAC,2024-10-01,10227.09
CAT04, APAC,2024-11-01,34026.84
cat04,APAC ,2024-12-01,47416.65
 CAT04,EMEA,2023-01-01,23239.92
CAT04,EMEA,2023-02-01,100900.13
 CAT04,EMEA ,2023-03-01,54194.04
CAT04,EMEA,2023-04-01,118576.6
CAT04,EMEA,2023-05-01,46070.26
CAT04,EMEA,2023-06-01,90927.02
CAT04,EMEA,2023-07-01,87703.63
CAT04 ,EMEA,2023-08-01,89781.6
CAT04,EMEA ,2023-09-01,55104.29
CAT04,EMEA ,2023-10-01,91990.42
cat04,EMEA,2023-11-01,21863.16
CAT04,EMEA,2023-12-01,82483.45
cat04, EMEA,2024-01-01,45996.78
CAT04,emea,2024-02-01,119224.54
 CAT04,EMEA,2024-03-01,42865.02
 CAT04,EMEA,2024-04-01,79997.78
cat04,EMEA,2024-05-01,27989.07
 CAT04,EMEA,2024-06-01,51293.73
 CAT04, EMEA,2024-07-01,67807.73
CAT04,EMEA,2024-08-01,117917.71
CAT04,EMEA,2024-09-01,43235.75
 CAT04,EMEA,2024-10-01,58251.18
CAT04, EMEA,2024-11-01,10191.65
CAT04 , EMEA,2024-12-01,117938.48
CAT04,na,2023-01-01,14956.97
CAT04 ,NA ,2023-02-01,16980.94
cat04,na,2023-03-01,31913.06
CAT04,,2023-04-01,79439.64
CAT04,NA,2023-05-01,115088.41
cat04,NA,2023-06-01,103751.7
cat04,na,2023-07-01,86231.31
CAT04,NA,2023-08-01,114184.67
,NA,2023-09-01,15441.54
CAT04,NA,2023-10-01,92082.48
 CAT04,NA,2023-11-01,
 CAT04, NA,2023-12-01,
CAT04 , NA,2024-01-01,67291.98
CAT04,na,2024-02-01,88568.77
CAT04,NA ,2024-03-01,34688.03
 CAT04,NA,2024-04-01,85557.7
 CAT04,NA,2024-05-01,87077.03
CAT04, NA,2024-06-01,70671.85
CAT04,NA,2024-07-01,21798.7
CAT04,NA,2024-08-01,48884.32
cat04,NA,2024-09-01,69439.96
CAT04,NA,2024-10-01,99715.43
CAT04 , NA,2024-11-01,83231.09
CAT04,NA,2024-12-01,49198.4
CAT04, LATAM,2023-01-01,86281.79
 CAT04,LATAM ,2023-02-01,115826.89
 CAT04,LATAM ,2023-03-01,110198.45
CAT04,LATAM,2023-04-01,56038.92
CAT04 , LATAM,2023-05-01,117181.79
CAT04 ,LATAM,2023-06-01,17571.17
CAT04, LATAM,2023-07-01,90369.16
CAT04,LATAM ,2023-08-01,16506.45
CAT04,LATAM,2023-09-01,106423.28
CAT04,LATAM,2023-10-01,96357.36
CAT04 ,latam,2023-11-01,77039.86
CAT04 ,latam,2023-12-01,114722.22
CAT04 ,latam,2024-01-01,109097.46
CAT04,LATAM,2024-02-01,60410.52
CAT04,latam,2024-03-01,42376.46
CAT04 ,LATAM ,2024-04-01,
CAT04, LATAM,2024-05-01,75223.54
CAT04, LATAM,2024-06-01,79747.93
CAT04,LATAM,2024-07-01,30188.6
CAT04, LATAM,2024-08-01,53547.61
CAT04,LATAM,2024-09-01,117698.09
 CAT04,LATAM,2024-10-01,56515.42
 CAT04,LATAM,2024-11-01,86781.83
CAT04 ,LATAM ,2024-12-01,84333.79
cat05,APAC,2023-01-01,49193.93
CAT05,APAC,2023-02-01,29337.63
 CAT05,apac,2023-03-01,34270.91
CAT05 ,apac,2023-04-01,24756.44
 CAT05,APAC,2023-05-01,
 CAT05,APAC,2023-06-01,29748.41
CAT05,APAC,2023-07-01,58656.58
cat05,APAC ,2023-08-01,28667.27
CAT05 ,APAC,2023-09-01,45555.46
CAT05 ,APAC,2023-10-01,33513.14
CAT05,APAC ,2023-11-01,43816.32
CAT05,APAC,2023-12-01,105444.03
CAT05,APAC,2024-01-01,
CAT05,APAC,2024-02-01,45064.01
CAT05,APAC,2024-03-01,117804.56
CAT05,apac,2024-04-01,68457.43
CAT05, APAC,2024-05-01,95050.72
CAT05,,2024-06-01,32819.18
CAT05,APAC,2024-07-01,10677.05
CAT05,APAC,2024-08-01,88769.42
CAT05,APAC,2024-09-01,49132.58
CAT05,apac,2024-10-01,59182.32
CAT05,APAC,2024-11-01,86829.02
CAT05,APAC,2024-12-01,63126.92
CAT05,EMEA ,2023-01-01,27062.72
CAT05,EMEA,2023-02-01,60398.15
 CAT05,emea,2023-03-01,51757.3
,EMEA,2023-04-01,55309.18
CAT05,EMEA,2023-05-01,102276.38
 CAT05,emea,2023-06-01,70940.56
cat05,EMEA,2023-07-01,112484.63
CAT05, EMEA,2023-08-01,39798.89
CAT05,EMEA,2023-09-01,44391.19
CAT05,EMEA ,2023-10-01,62052.45
 CAT05,EMEA,2023-11-01,116488.84
CAT05,EMEA,2023-12-01,113856.56
 CAT05,EMEA,2024-01-01,60202.99
CAT05,emea,2024-02-01,58371.25
CAT05,EMEA,2024-03-01,42671.89
CAT05,EMEA,2024-04-01,119223.55
cat05,emea,2024-05-01,41478.77
cat05,EMEA,2024-06-01,
CAT05,EMEA ,2024-07-01,
CAT05,EMEA,2024-08-01,13062.74
CAT05,EMEA,2024-09-01,29187.8
 CAT05,EMEA,2024-10-01,13169.21
 CAT05,EMEA,2024-11-01,64401.54
CAT05,EMEA,2024-12-01,83883.9
CAT05 , NA,2023-01-01,
CAT05,NA,2023-02-01,64596.19
CAT05,NA,2023-03-01,82871.33
CAT05,na,2023-04-01,109861.93
 CAT05,NA,2023-05-01,101867.09
cat05,NA,2023-06-01,41922.48
CAT05,NA,2023-07-01,41964.55
cat05,na,2023-08-01,93398.97
CAT05 ,NA ,2023-09-01,
CAT05,NA,2023-10-01,85285.54
CAT05, NA,2023-11-01,32001.08
CAT05,NA,2023-12-01,45108.99
 CAT05,NA,2024-01-01,79476.78
CAT05,NA,2024-02-01,92964.34
CAT05,NA,2024-03-01,
CAT05, NA,2024-04-01,49641.37
CAT05 ,na,2024-05-01,76135.73
cat05,NA,2024-06-01,61266.44
 CAT05,NA ,2024-07-01,33287.11
CAT05 , NA,2024-08-01,60170.12
CAT05,NA,2024-09-01,102032.18
CAT05,NA,2024-10-01,97123.96
CAT05, NA,2024-11-01,20948.0
cat05,NA,2024-12-01,76966.86
CAT05,LATAM,2023-01-01,58824.3
CAT05,LATAM ,2023-02-01,100005.53
CAT05,LATAM,2023-03-01,96949.07
CAT05,LATAM,2023-04-01,18958.3
CAT05,LATAM,2023-05-01,14487.36
CAT05,LATAM ,2023-06-01,109605.15
CAT05 ,latam,2023-07-01,53807.36
CAT05,LATAM,2023-08-01,52914.39
CAT05 ,LATAM ,2023-09-01,85514.32
CAT05,latam,2023-10-01,15066.01
 CAT05,LATAM,2023-11-01,38870.74
CAT05,LATAM,2023-12-01,103605.73
CAT05,LATAM ,2024-01-01,
CAT05, LATAM,2024-02-01,65420.93
cat05, LATAM,2024-03-01,52684.02
 CAT05,LATAM,2024-04-01,79957.86
 CAT05,latam,2024-05-01,59265.55
CAT05,LATAM ,2024-06-01,52933.52
CAT05,LATAM ,2024-07-01,43837.3
CAT05 ,LATAM,2024-08-01,100501.44
cat05,LATAM,2024-09-01,12326.24
 CAT05,LATAM,2024-10-01,25382.19
CAT05, LATAM,2024-11-01,74821.54
 CAT05,LATAM,2024-12-01,37483.17
CAT06, APAC,2023-01-01,
CAT06,apac,2023-02-01,102648.3
cat06,APAC,2023-03-01,34018.01
cat06, APAC,2023-04-01,10045.53
CAT06,apac,2023-05-01,25585.8
cat06,apac,2023-06-01,59209.24
CAT06 ,APAC,2023-07-01,64831.16
 CAT06, APAC,2023-08-01,
 CAT06,APAC,2023-09-01,30343.03
CAT06,APAC,2023-10-01,14786.95
 CAT06,apac,2023-11-01,80967.96
CAT06,apac,2023-12-01,30243.78
CAT06,APAC,2024-01-01,103134.42
cat06, APAC,2024-02-01,38671.11
cat06,APAC,2024-03-01,96315.89
CAT06,apac,2024-04-01,112589.63
 CAT06,apac,2024-05-01,79442.69
CAT06,APAC ,2024-06-01,21357.06
 CAT06,APAC ,2024-07-01,111128.12
CAT06, APAC,2024-08-01,21698.68
CAT06,APAC,2024-09-01,
CAT06, APAC,2024-10-01,78478.22
 CAT06,APAC,2024-11-01,59278.78
CAT06,APAC,2024-12-01,74685.27
CAT06 ,EMEA,2023-01-01,34306.54
CAT06,EMEA,2023-02-01,65201.7
CAT06 ,EMEA,2023-03-01,82038.23
CAT06,EMEA ,2023-04-01,102295.28
CAT06,EMEA ,2023-05-01,101868.9
CAT06,EMEA ,2023-06-01,14336.4
cat06,EMEA,2023-07-01,81046.65
CAT06,EMEA,2023-08-01,83794.23
cat06,EMEA,2023-09-01,49040.97
CAT06, EMEA,2023-10-01,22968.39
CAT06,EMEA ,2023-11-01,89393.75
CAT06,EMEA,2023-12-01,25404.95
CAT06,EMEA,2024-01-01,117774.4
CAT06,emea,2024-02-01,51264.19
cat06, EMEA,2024-03-01,52514.98
CAT06,EMEA,2024-04-01,
CAT06,EMEA,2024-05-01,75269.26
CAT06,EMEA ,2024-06-01,95416.07
CAT06,EMEA,2024-07-01,73224.89
CAT06,EMEA,2024-08-01,36183.98
CAT06 ,EMEA,2024-09-01,118678.55
CAT06,EMEA,2024-10-01,93768.64
CAT06,EMEA,2024-11-01,26275.32
cat06,EMEA,2024-12-01,38528.74
CAT06,NA ,2023-01-01,73344.57
CAT06, NA,2023-02-01,52834.01
CAT06,NA,2023-03-01,85460.35
CAT06,NA,2023-04-01,57959.2
CAT06,NA,2023-05-01,49764.99
cat06, NA,2023-06-01,14774.71
 CAT06,NA,2023-07-01,59366.42
CAT06,na,2023-08-01,99353.58
CAT06, NA,2023-09-01,81843.81
CAT06,NA ,2023-10-01,
cat06,na,2023-11-01,15126.88
 CAT06,NA,2023-12-01,81509.24
CAT06,NA ,2024-01-01,66562.81
 CAT06,na,2024-02-01,118949.1
CAT06,na,2024-03-01,75266.28
CAT06,NA,2024-04-01,100801.56
CAT06, NA,2024-05-01,36859.48
CAT06, NA,2024-06-01,78368.99
CAT06,NA,2024-07-01,61705.2
CAT06,NA,2024-08-01,98824.21
 CAT06,NA,2024-09-01,62275.11
cat06, NA,2024-10-01,50122.99
CAT06,NA,2024-11-01,59738.94
 CAT06,NA,2024-12-01,38930.66
CAT06,LATAM ,2023-01-01,96054.27
CAT06,LATAM,2023-02-01,36086.72
CAT06,LATAM,2023-03-01,106757.26
cat06,LATAM,2023-04-01,47313.24
,LATAM ,2023-05-01,102409.96
 CAT06, LATAM,2023-06-01,44899.2
CAT06,LATAM ,2023-07-01,78316.0
CAT06,LATAM ,2023-08-01,42606.9
CAT06,LATAM,2023-09-01,99189.31
CAT06 ,LATAM,2023-10-01,89927.55
CAT06,LATAM,2023-11-01,34758.63
 CAT06,LATAM,2023-12-01,13792.69
CAT06 ,LATAM ,2024-01-01,47472.2
, LATAM,2024-02-01,29743.95
 CAT06, LATAM,2024-03-01,39062.58
CAT06,LATAM ,2024-04-01,84326.38
CAT06,LATAM,2024-05-01,25164.23
 CAT06,LATAM,2024-06-01,53758.95
 CAT06,LATAM,2024-07-01,32030.05
CAT06,LATAM,2024-08-01,80636.98
CAT06,LATAM ,2024-09-01,32684.3
CAT06,LATAM,2024-10-01,
CAT06,LATAM,2024-11-01,39332.65
CAT06,LATAM,2024-12-01,20790.01
CAT07,APAC,2023-01-01,114470.11
 CAT07,APAC ,2023-02-01,92095.23
CAT07,APAC ,2023-03-01,45030.5
 CAT07,apac,2023-04-01,26568.54
CAT07,apac,2023-05-01,13224.97
CAT07,apac,2023-06-01,
CAT07 ,APAC,2023-07-01,35546.6
 CAT07,APAC ,2023-08-01,111589.07
CAT07 ,APAC ,2023-09-01,64430.83
CAT07,APAC,2023-10-01,78046.92
 CAT07,APAC,2023-11-01,110311.93
cat07,APAC,2023-12-01,105219.87
CAT07,APAC,2024-01-01,104274.18
 CAT07,APAC,2024-02-01,70898.46
CAT07,APAC,2024-03-01,11421.94
CAT07,APAC,2024-04-01,110537.62
CAT07,apac,2024-05-01,49104.19
 CAT07,APAC,2024-06-01,22049.91
CAT07,APAC,2024-07-01,116349.46
CAT07,apac,2024-08-01,81778.02
CAT07, APAC,2024-09-01,76172.14
cat07,APAC ,2024-10-01,112271.86
cat07,APAC,2024-11-01,102711.68
 CAT07,APAC,2024-12-01,47037.47
 CAT07,EMEA,2023-01-01,16287.43
CAT07,EMEA,2023-02-01,56642.37
 CAT07,EMEA,2023-03-01,117482.39
 CAT07, EMEA,2023-04-01,103711.66
CAT07 ,emea,2023-05-01,31283.78
CAT07,EMEA,2023-06-01,
CAT07,EMEA,2023-07-01,32099.49
CAT07 , EMEA,2023-08-01,97014.76
CAT07 ,EMEA,2023-09-01,78930.31
 CAT07,EMEA,2023-10-01,51716.86
CAT07 ,EMEA,2023-11-01,53739.57
CAT07,EMEA,2023-12-01,71299.36
CAT07,EMEA,2024-01-01,88348.07
CAT07,emea,2024-02-01,119662.81
CAT07,EMEA,2024-03-01,90860.72
CAT07,EMEA,2024-04-01,111351.51
CAT07,emea,2024-05-01,68994.71
CAT07,EMEA,2024-06-01,83217.5
CAT07,EMEA,2024-07-01,97331.3
cat07,emea,2024-08-01,99554.91
CAT07,EMEA,2024-09-01,97695.01
cat07,EMEA,2024-10-01,48507.2
 CAT07, EMEA,2024-11-01,21684.57
CAT07,EMEA,2024-12-01,116873.34
CAT07 ,NA ,2023-01-01,65951.06
,NA,2023-02-01,103836.54
CAT07,na,2023-03-01,93732.69
CAT07 ,NA,2023-04-01,34042.99
CAT07 ,na,2023-05-01,43152.88
cat07,NA ,2023-06-01,79034.97
 CAT07,NA,2023-07-01,37263.42
CAT07, NA,2023-08-01,45920.12
 CAT07,NA,2023-09-01,58934.94
cat07,NA,2023-10-01,58077.4
CAT07 ,na,2023-11-01,69471.44
CAT07,NA,2023-12-01,38466.11
CAT07 ,NA,2024-01-01,62430.32
CAT07,NA,2024-02-01,48516.0
CAT07, NA,2024-03-01,116562.57
CAT07,NA,2024-04-01,92789.42
CAT07,NA ,2024-05-01,97081.8
 CAT07,NA,2024-06-01,30412.03
 CAT07,NA,2024-07-01,106522.19
CAT07,NA,2024-08-01,
CAT07,NA,2024-09-01,28334.44
CAT07,NA ,2024-10-01,24523.96
CAT07,na,2024-11-01,27886.56
cat07,na,2024-12-01,58492.08
CAT07,LATAM,2023-01-01,18769.08
 CAT07,LATAM,2023-02-01,20472.96
CAT07,LATAM ,2023-03-01,63507.46
CAT07,LATAM,2023-04-01,15351.86
CAT07,LATAM,2023-05-01,103260.53
CAT07,LATAM,2023-06-01,63801.43
CAT07,LATAM,2023-07-01,35725.61
CAT07,latam,2023-08-01,109750.47
CAT07, LATAM,2023-09-01,68883.48
CAT07,LATAM,2023-10-01,70606.78
CAT07,LATAM,2023-11-01,24790.4
